"date","station","sf","bf"
1968-10-12,"S1",157.201371159672,85.2936114611837
1968-10-13,"S1",125.313585032497,89.4909014588012
1968-10-14,"S1",128.274674736491,92.2886435907282
1968-10-15,"S1",147.284518799591,95.7004650790267
1968-10-16,"S1",136.540336689608,99.1663622789446
1968-10-17,"S1",98.2936319723479,98.2936319723479
1968-10-18,"S1",71.8325453311159,71.8325453311159
1968-10-19,"S1",99.1452710041806,72.8567725438558
1968-10-20,"S1",94.3216957442568,74.647525856133
1968-10-21,"S1",78.9653054510691,75.5472239617478
1968-10-22,"S1",91.4354715285568,76.2712113013527
1968-10-23,"S1",48.1957844318593,48.1957844318593
1968-10-24,"S1",46.0553446172055,46.0553446172055
1968-10-25,"S1",42.5875907439729,42.5875907439729
1968-10-26,"S1",48.3553308485924,42.8038809978961
1968-10-27,"S1",54.036223287629,43.4332732031622
1968-10-28,"S1",48.0681032565626,44.0046899583322
1968-10-29,"S1",59.9611670915603,44.7554358495119
1968-10-30,"S1",39.60337021131,39.60337021131
1968-10-31,"S1",37.8717967584386,37.8717967584386
1968-11-01,"S1",42.7891224714076,38.056196472675
1968-11-02,"S1",51.4302239267943,38.7352072271569
1968-11-03,"S1",20.8598757205394,20.8598757205394
1968-11-04,"S1",23.2626809234511,20.9499809156486
1968-11-05,"S1",31.2934453874331,21.4245870836331
1968-11-06,"S1",31.7272956146288,22.181020839938
1968-11-07,"S1",49.2919092796809,23.5556644604792
1968-11-08,"S1",56.7171006961238,25.764327500036
1968-11-09,"S1",61.5822067671215,28.268226967405
1968-11-10,"S1",51.1784051683392,30.3766328924294
1968-11-11,"S1",39.0913094718869,31.4834997245056
1968-11-12,"S1",50.5529548837539,32.4838971585042
1968-11-13,"S1",44.5148738664335,33.6126484497485
1968-11-14,"S1",25.1369265554265,25.1369265554265
1968-11-15,"S1",42.7635949636019,25.7979266207331
1968-11-16,"S1",50.3922129655417,27.356424921521
1968-11-17,"S1",37.1628013141262,28.5880060878945
1968-11-18,"S1",57.278424323318,29.9854515927065
1968-11-19,"S1",33.8660843522213,31.1544617985863
1968-11-20,"S1",61.1615267430356,32.3814125797644
1968-11-21,"S1",68.7573011399801,34.8247626818952
1968-11-22,"S1",36.1824441129593,36.1481459277383
1968-11-23,"S1",28.237452539108,28.237452539108
1968-11-24,"S1",29.7788441686163,28.2952547252146
1968-11-25,"S1",41.8252234028643,28.858263154754
1968-11-26,"S1",47.7380474167576,30.0525160738833
1968-11-27,"S1",47.7486588995008,31.3793288552017
1968-11-28,"S1",51.6608858106544,32.7537371176924
1968-11-29,"S1",124.886284642753,36.9177257258683
1968-11-30,"S1",134.966554579284,43.8933777672545
1968-12-01,"S1",74.014400834718,48.4381602627355
1968-12-02,"S1",88.3652354071192,50.8945346020992
1968-12-03,"S1",116.208314867152,54.748952642227
1968-12-04,"S1",81.7969965138711,58.0679803708483
1968-12-05,"S1",97.9954719538189,60.4550994105731
1968-12-06,"S1",102.914462625002,63.4550895014858
1968-12-07,"S1",82.2132925242324,65.6382486069707
1968-12-08,"S1",58.9674377459718,58.9674377459718
1968-12-09,"S1",30.9107436053416,30.9107436053416
1968-12-10,"S1",53.8922097228844,31.7725485847495
1968-12-11,"S1",70.3263549310841,34.0478036154171
1968-12-12,"S1",85.5425216051615,37.33930121437
1968-12-13,"S1",66.0755437541974,40.2245310742682
1968-12-14,"S1",66.3123132609389,42.1722358817657
1968-12-15,"S1",41.8044271517156,41.8044271517156
1968-12-16,"S1",39.3713310588268,39.3713310588268
1968-12-17,"S1",48.9624998749003,39.7309998894296
1968-12-18,"S1",35.14069293696,35.14069293696
1968-12-19,"S1",46.1554438043209,35.553746094486
1968-12-20,"S1",43.9118546551393,36.2647388296293
1968-12-21,"S1",41.4982252885767,36.7477614152965
1968-12-22,"S1",36.2904695398256,36.2904695398256
1968-12-23,"S1",52.6013768951098,36.9021285656488
1968-12-24,"S1",66.3288606845437,38.5943528324621
1968-12-25,"S1",64.7886564173739,40.6166832613494
1968-12-26,"S1",80.1040149500608,43.003907193027
1968-12-27,"S1",79.5265352023698,45.7647597842661
1968-12-28,"S1",88.0878269794126,48.617941382263
1968-12-29,"S1",119.045664936805,52.7391017254514
1968-12-30,"S1",105.161882217922,57.1914521143448
1968-12-31,"S1",94.2367609456407,60.3795423244026
1969-01-01,"S1",119.814746170595,63.8780081669312
1969-01-02,"S1",111.433759321758,67.7589765103746
1969-01-03,"S1",69.6466420211575,69.4675683224559
1969-01-04,"S1",64.7027757808516,64.7027757808516
1969-01-05,"S1",63.7284942343586,63.7284942343586
1969-01-06,"S1",49.2369005715535,49.2369005715535
1969-01-07,"S1",39.6433594837419,39.6433594837419
1969-01-08,"S1",79.4239405552113,41.135131273922
1969-01-09,"S1",59.4303111284129,43.2570308665138
1969-01-10,"S1",60.8866653454595,44.5246401692955
1969-01-11,"S1",65.1781916680025,45.9127242946031
1969-01-12,"S1",62.6117007871132,47.2613909395747
1969-01-13,"S1",47.1422742060117,47.1422742060117
1969-01-14,"S1",64.3486120627708,47.7875118756402
1969-01-15,"S1",42.8338296732126,42.8338296732126
1969-01-16,"S1",73.1386602645273,43.9702608203869
1969-01-17,"S1",69.536034791753,46.0227923234684
1969-01-18,"S1",72.8957717345958,47.9122756439463
1969-01-19,"S1",80.7176394067389,50.0793578884504
1969-01-20,"S1",102.107350506286,53.1793431685551
1969-01-21,"S1",66.0325144972544,55.4961373685462
1969-01-22,"S1",100.986478820308,57.5971393153138
1969-01-23,"S1",96.7721462733255,60.6933023076765
1969-01-24,"S1",64.8998444933134,62.2040042883498
1969-01-25,"S1",75.3429350650984,62.797808200164
1969-01-26,"S1",102.485690615066,64.7565460481579
1969-01-27,"S1",102.339860736003,67.5807632702111
1969-01-28,"S1",95.8305760855666,69.9435974057541
1969-01-29,"S1",102.715239030549,72.1432956671769
1969-01-30,"S1",85.846567465052,73.8036162357237
1969-01-31,"S1",90.7976888253507,74.8925046289345
1969-02-01,"S1",75.1924040861816,75.1924040861816
1969-02-02,"S1",79.8955118588816,75.3687706276579
1969-02-03,"S1",65.3584802613627,65.3584802613627
1969-02-04,"S1",83.0444380646477,66.0217036789859
1969-02-05,"S1",79.3075380737694,67.1582750082526
1969-02-06,"S1",45.424902360803,45.424902360803
1969-02-07,"S1",49.3429102806693,45.571827657798
1969-02-08,"S1",56.2987493482677,46.1155028195483
1969-02-09,"S1",37.1071610411819,37.1071610411819
1969-02-10,"S1",42.555977526324,37.3114916593747
1969-02-11,"S1",36.7128393676487,36.7128393676487
1969-02-12,"S1",79.3513983151629,38.3117853281805
1969-02-13,"S1",70.8629448242459,41.0714392962948
1969-02-14,"S1",66.6581618866933,43.1481228507329
1969-02-15,"S1",48.891889959898,44.2451405811751
1969-02-16,"S1",23.1363082956585,23.1363082956585
1969-02-17,"S1",40.1537250777581,23.7744614249872
1969-02-18,"S1",36.2806659566063,24.8576664819018
1969-02-19,"S1",48.7355757612345,26.1814505601782
1969-02-20,"S1",42.2847750833263,27.6311049248359
1969-02-21,"S1",39.7154198816508,28.6337793666598
1969-02-22,"S1",67.1413450373811,30.4933745986241
1969-02-23,"S1",102.81865369798,34.5798714563033
1969-02-24,"S1",83.6069268415872,38.9773403673143
1969-02-25,"S1",101.227466308234,42.985329582884
1969-02-26,"S1",64.4716322330012,45.9751460594641
1969-02-27,"S1",36.3631894920881,36.3631894920881
1969-02-28,"S1",40.0425687389096,36.5011662138439
1969-03-01,"S1",35.1968902164383,35.1968902164383
1969-03-02,"S1",54.4511391524754,35.9189245515396
1969-03-03,"S1",54.4235251132876,37.3078051201403
1969-03-04,"S1",66.3055944018459,39.0370617179473
1969-03-05,"S1",76.2007784794231,41.4532710721488
1969-03-06,"S1",101.259890484923,44.9990508279006
1969-03-07,"S1",110.306417699421,49.557858572721
1969-03-08,"S1",65.0901235204182,52.4183894755109
1969-03-09,"S1",66.2432004173744,53.4120099125148
1969-03-10,"S1",66.6304833016635,54.3888723085401
1969-03-11,"S1",49.5553290761038,49.5553290761038
1969-03-12,"S1",39.3341912207761,39.3341912207761
1969-03-13,"S1",64.9045982865853,40.293081485744
1969-03-14,"S1",60.1779124962773,41.9616945286705
1969-03-15,"S1",92.5551564481314,44.5420575244355
1969-03-16,"S1",110.630480872856,48.8208646096399
1969-03-17,"S1",87.2826119508974,52.5810407448077
1969-03-18,"S1",96.1708090385695,55.5169659760521
1969-03-19,"S1",75.6432342866181,57.7962201525427
1969-03-20,"S1",67.6212237696867,58.8339208182135
1969-03-21,"S1",89.2959479929147,60.305770697945
1969-03-22,"S1",100.048058379855,62.883238134578
1969-03-23,"S1",89.036293759015,65.2576584796923
1969-03-24,"S1",86.0331444479943,66.9284380264782
1969-03-25,"S1",68.2746295060122,67.6953466977676
1969-03-26,"S1",84.3571650128842,68.3418879898936
1969-03-27,"S1",80.9307420377177,69.4145429050492
1969-03-28,"S1",132.251461640817,72.2027848251156
1969-03-29,"S1",279.764552377448,82.2381764889168
1969-03-30,"S1",315.52498863453,98.3936710401973
1969-03-31,"S1",217.812088507098,111.014286104994
1969-04-01,"S1",176.020436909978,117.456934350259
1969-04-02,"S1",137.212676802276,120.393906038199
1969-04-03,"S1",109.389624141621,109.389624141621
1969-04-04,"S1",149.459433437255,110.892241990208
1969-04-05,"S1",186.452660553948,115.172027365612
1969-04-06,"S1",183.241847070255,120.397669349099
1969-04-07,"S1",174.581026901456,124.786201921856
1969-04-08,"S1",117.687657068644,117.687657068644
1969-04-09,"S1",119.413738863204,117.75238513594
1969-04-10,"S1",151.018073134544,119.06214920066
1969-04-11,"S1",144.677423243655,121.221069124793
1969-04-12,"S1",108.729375512315,108.729375512315
1969-04-13,"S1",88.2821676215104,88.2821676215104
1969-04-14,"S1",115.686601308544,89.3098338847741
1969-04-15,"S1",114.286820363381,91.2355996561133
1969-04-16,"S1",114.406425839532,92.968926414514
1969-04-17,"S1",59.3366319916615,59.3366319916615
1969-04-18,"S1",38.5782724769312,38.5782724769312
1969-04-19,"S1",31.3667544962716,31.3667544962716
1969-04-20,"S1",47.1600094283066,31.9590015562229
1969-04-21,"S1",69.5947863068221,33.9403812795735
1969-04-22,"S1",81.4727023248362,37.0598835072927
1969-04-23,"S1",89.5440125368172,40.6935190515577
1969-04-24,"S1",71.7061023395661,43.6883844305553
1969-04-25,"S1",67.2896091952866,45.6240947808206
1969-04-26,"S1",84.2991776177161,47.8868671777467
1969-04-27,"S1",60.0818824407105,49.7096418916067
1969-04-28,"S1",78.4713173657182,51.1771637424772
1969-04-29,"S1",114.149731358542,54.5621657889512
1969-04-30,"S1",83.0666907033647,57.8656191821014
1969-05-01,"S1",90.5904734070711,60.0378413975851
1969-05-02,"S1",125.140990276763,63.62493318091
1969-05-03,"S1",123.951022473323,68.19401367047
1969-05-04,"S1",145.947087169569,73.2006417567932
1969-05-05,"S1",223.821381460188,81.5769111986496
1969-05-06,"S1",211.272339272482,91.774657386226
1969-05-07,"S1",316.683187155422,104.689890323305
1969-05-08,"S1",222.166928278649,117.045027877835
1969-05-09,"S1",340.882928557803,129.381020418364
1969-05-10,"S1",300.153601124045,143.716313750056
1969-05-11,"S1",296.440014341582,155.309850798763
1969-05-12,"S1",548.336158803492,175.340718481796
1969-05-13,"S1",372.218086424449,196.710948791709
1969-05-14,"S1",296.262684566323,207.025656544485
1969-05-15,"S1",334.252604060174,215.143055627142
1969-05-16,"S1",332.823021671514,224.022662420045
1969-05-17,"S1",297.336780443986,230.851955317873
1969-05-18,"S1",170.592823452767,170.592823452767
1969-05-19,"S1",197.796114696581,171.61294687441
1969-05-20,"S1",338.852877194541,178.866313054746
1969-05-21,"S1",381.582475004215,192.467665283093
1969-05-22,"S1",406.321711855493,207.5789973941
1969-05-23,"S1",342.394540668336,220.087432059187
1969-05-24,"S1",389.69317272358,231.034163906944
1969-05-25,"S1",493.769264208875,246.836442998891
1969-05-26,"S1",462.826289334319,264.196043031844
1969-05-27,"S1",448.961060693668,278.573365430505
1969-05-28,"S1",342.154333901229,287.347190320525
1969-05-29,"S1",295.051665360319,289.691376018794
1969-05-30,"S1",334.300880299551,291.56524327963
1969-05-31,"S1",493.694102146819,300.747661875396
1969-06-01,"S1",469.87991357159,314.325612824182
1969-06-02,"S1",623.409319024142,331.749538084708
1969-06-03,"S1",615.134666459204,353.313722183981
1969-06-04,"S1",664.37325672077,374.796740139431
1969-06-05,"S1",810.261990923153,401.985806415621
1969-06-06,"S1",561.348414052364,423.272261121031
1969-06-07,"S1",315.239124278926,315.239124278926
1969-06-08,"S1",323.609530541367,315.553014513768
1969-06-09,"S1",277.811118707684,277.811118707684
1969-06-10,"S1",256.048810881919,256.048810881919
1969-06-11,"S1",249.288964646172,249.288964646172
1969-06-12,"S1",209.141132431911,209.141132431911
1969-06-13,"S1",257.445223746275,210.9525358562
1969-06-14,"S1",622.20803780953,228.118092975327
1969-06-15,"S1",865.08564487704,266.782749102924
